Which statement correctly compares an asset and an attack surface?	0	Asset = what we protect; attack surface = where an attacker may attack	Asset = attacker; attack surface = defender	Asset = vulnerability; attack surface = risk	They are exactly the same
Which statement correctly compares an asset and a vulnerability?	0	Asset is valuable; vulnerability is a weakness	Asset is a weakness; vulnerability is an attacker	They mean the same thing	Asset is always software
Which security process is most logical?	1	Countermeasure → asset → attack	Identify assets → assess risks → classify impact → apply controls	Attack first → identify assets later	Ignore assets → protect everything equally
A university wants to protect student grades stored in a database. What is the asset?	0	Student grades/database	Hacker	Phishing email	Firewall
An attacker uses a weak login form to reach student records. What is the weak login form?	1	Asset	Attack surface/vulnerability	Countermeasure	Impact level
A hacker tries to steal exam questions from Canvas. What are the exam questions?	1	Threat	Asset	Attack surface	Countermeasure
A university's Wi-Fi becomes unavailable for several hours. Which asset category is affected?	0	Communication facilities and networks	Data only	Hardware only	Human only
A staff laptop containing sensitive research data is stolen. Which assets may be affected?	2	Hardware only	Data only	Hardware and data	None
Why should assets be identified before security controls are selected?	0	Different assets have different values, risks, and protection requirements	All assets have identical importance	Security controls are unrelated to assets	Only attackers need to understand assets
Which university asset would generally require stronger confidentiality?	1	Public campus map	Student medical information	Public advertisement	Public opening hours
Which university asset would generally require strong integrity protection?	0	Student grades	Decorative website logo	Public campus photograph	Public advertisement
Which system would generally have a high availability requirement?	0	Critical hospital system	Decorative display board	Public poster	Archived advertisement
Which statement best summarizes good cybersecurity planning?	1	Protect everything equally without analysis	Identify assets, assess their importance and risk, then apply appropriate controls	Protect only hardware	Protect only Internet-connected systems
What is unauthorized disclosure?	1	Authorized users modifying data	An unauthorized entity gaining access to protected data	A system becoming unavailable	An administrator creating an account
Which threat consequence is most closely connected with confidentiality?	0	Unauthorized disclosure	Disruption	Usurpation	Availability
Sensitive data is directly released to an unauthorized entity. This is:	0	Exposure	Obstruction	Repudiation	Misuse
An attacker reads sensitive data while it travels between two legitimate systems. This is:	0	Interception	Falsification	Incapacitation	Misappropriation
Which technique involves learning sensitive information indirectly?	0	Inference	Masquerade	Misuse	Obstruction
An attacker bypasses security protections and accesses sensitive information. This is:	0	Intrusion	Repudiation	Obstruction	Falsification
Which are associated with unauthorized disclosure?	0	Exposure, interception, inference, intrusion	Masquerade, falsification, repudiation	Incapacitation, corruption, obstruction	Misappropriation and misuse
Deception occurs when:	1	A system becomes unavailable	An entity receives false information and believes it	Data is backed up	A user logs out
Pretending to be an authorized user is:	0	Masquerade	Exposure	Obstruction	Corruption
Masquerade primarily threatens:	0	Authenticity	Availability	Usability	Performance
Creating false information that deceives an authorized user is:	0	Falsification	Interception	Incapacitation	Exposure
Falsification primarily affects:	0	Integrity	Availability	Hardware	Usability
Falsely denying responsibility for an action is called:	0	Repudiation	Inference	Intrusion	Obstruction
Repudiation is closely related to:	0	Accountability	Screen availability	Software usability	Network speed
Which are forms of deception?	0	Masquerade, falsification, repudiation	Exposure, interception, inference	Corruption, obstruction, incapacitation	Misuse and interception
What is disruption?	1	Unauthorized disclosure of information	Interruption of correct system operation or services	Pretending to be another user	Gaining physical ownership only
Disruption primarily affects:	0	Availability	Confidentiality only	Authenticity only	Accountability only
Disabling a component so that the system cannot operate is:	0	Incapacitation	Masquerade	Exposure	Repudiation
Undesirably altering system functions or data is:	0	Corruption	Interception	Misappropriation	Inference
Preventing delivery of a service by hindering system operation is:	0	Obstruction	Falsification	Exposure	Masquerade
A DoS attack is most closely associated with:	0	Obstruction	Repudiation	Exposure	Masquerade
Which are forms of disruption?	0	Incapacitation, corruption, obstruction	Exposure, interception, intrusion	Masquerade, falsification, repudiation	Misappropriation and inference
What is usurpation?	0	Unauthorized control over system services or functions	Accidental disclosure only	Correct use of a system	Creating a backup
Taking unauthorized logical or physical control of a system resource is:	0	Misappropriation	Falsification	Exposure	Repudiation
Causing a system component to perform a harmful or unauthorized function is:	0	Misuse	Inference	Interception	Masquerade
An attacker reads private messages travelling across a network. Which action occurred?	0	Interception	Corruption	Misuse	Repudiation
An attacker pretends to be a university administrator. This is:	0	Masquerade	Obstruction	Inference	Exposure
An attacker changes an exam announcement from 10 AM to 11 AM. This is best described as:	0	Falsification	Interception	Incapacitation	Misappropriation
A user performs an action and later falsely claims they did not do it. This is:	0	Repudiation	Exposure	Intrusion	Corruption
An attacker takes a university website offline. This most directly represents:	0	Disruption	Unauthorized disclosure	Deception	Masquerade
An attacker disables a critical server component. This is:	0	Incapacitation	Falsification	Inference	Exposure
An attacker floods a service with traffic and prevents legitimate users from accessing it. This is:	0	Obstruction	Masquerade	Repudiation	Exposure
An attacker obtains administrative control of a server without authorization. This is:	0	Misappropriation	Inference	Interception	Falsification
An authorized employee uses a system to perform prohibited harmful actions. This is:	0	Misuse	Exposure	Interception	Incapacitation
Which pair is correctly matched?	0	Exposure — unauthorized disclosure	Masquerade — disruption	Obstruction — deception	Misappropriation — inference
Which pair is correctly matched?	0	Falsification — deception	Interception — disruption	Incapacitation — disclosure	Repudiation — usurpation
Which pair is correctly matched?	0	Obstruction — disruption	Masquerade — disclosure	Exposure — usurpation	Inference — deception
Which pair is correctly matched?	0	Misappropriation — usurpation	Repudiation — disruption	Intrusion — deception	Corruption — disclosure
What is the main difference between interception and inference?	0	Interception directly accesses transmitted data; inference derives information indirectly	They are exactly the same	Inference always modifies data	Interception always disables a service
What is the main difference between masquerade and falsification?	0	Masquerade concerns a false identity; falsification concerns false data	Both mean service interruption	Masquerade affects hardware only	Falsification means taking physical control
What is the main difference between misappropriation and misuse?	0	Misappropriation involves taking unauthorized control; misuse involves abusing a system/resource	They mean exactly the same thing	Misuse means interception	Misappropriation means disclosure
What are the two main categories of attacks?	1	Hardware and software	Passive and active	Internal and external	Low and high
What does a passive attack mainly do?	1	Modifies system resources	Observes or obtains information without changing the system	Deletes files	Disables servers
Which is an example of a passive attack?	0	Eavesdropping	Message modification	DoS	Masquerade
What is the main goal of a passive attacker?	1	Destroy the system	Obtain information	Modify messages	Disable the network
Passive attacks primarily threaten:	0	Confidentiality	Availability	Integrity only	Usability
Which are the two passive attack types discussed?	1	Replay and masquerade	Release of message contents and traffic analysis	DoS and message modification	Corruption and obstruction
Reading the actual contents of a private communication is:	0	Release of message contents	Replay	Masquerade	DoS
Studying who communicates with whom without reading message content is:	0	Traffic analysis	Message modification	Replay	Masquerade
Monitoring network transmissions without altering them is:	0	Passive attack	Active attack	DoS	Falsification
Which statement best describes an active attack?	1	The attacker only listens	The attacker alters system resources or affects operation	The attacker only observes traffic	The attacker performs no action
Active attacks may involve:	3	Modification of data	Creation of false data	Disruption of services	All of the above
Which is NOT one of the four active attack categories in the lecture?	3	Replay	Masquerade	Modification of messages	Traffic analysis
A replay attack involves:	0	Capturing and retransmitting valid information	Reading data only	Closing a network port	Deleting a server
Pretending to be another legitimate user is:	0	Masquerade	Traffic analysis	Eavesdropping	Release of message contents
Masquerade primarily affects:	0	Authenticity	Availability	Performance	Usability
Changing a transmitted message is:	0	Message modification	Traffic analysis	Release of message contents	Passive monitoring
Message modification primarily affects:	0	Integrity	Confidentiality only	Availability only	Performance
Which attack attempts to make a service unavailable?	0	DoS	Traffic analysis	Eavesdropping	Release of message contents
DoS primarily threatens:	0	Availability	Confidentiality	Authenticity	Accountability
Which attack is passive?	0	Traffic analysis	Replay	Masquerade	DoS
An attacker secretly listens to messages traveling between two users but makes no changes. This is:	0	Passive attack	Active attack	DoS	Replay
An attacker captures a valid login request and sends it again later. This is:	0	Replay attack	Traffic analysis	Eavesdropping only	DoS
An attacker pretends to be the lecturer and sends students a message. This is:	0	Masquerade	Traffic analysis	Release of message contents	Passive monitoring
An attacker changes “Exam at 10” to “Exam at 11.” This is:	0	Modification of messages	Traffic analysis	Release of message contents	Passive observation
An attacker floods Canvas with traffic so students cannot access it. This is:	0	Denial of Service	Traffic analysis	Eavesdropping	Release of message contents
An attacker observes encrypted traffic and studies message timing and size. This is:	0	Traffic analysis	Replay	Masquerade	DoS
An attacker reads an unencrypted email while it travels across a network. This is:	0	Passive attack	Active attack	Message modification	DoS
An attacker inserts false data into a communication stream. This is:	0	Active attack	Passive attack	Traffic analysis	Eavesdropping only
What is the main difference between passive and active attacks?	0	Passive observes information; active modifies or disrupts systems	Passive always damages systems; active does not	Active only targets humans	Passive only targets hardware
Which combination is correct?	0	Eavesdropping — Passive — Confidentiality	DoS — Passive — Availability	Masquerade — Passive — Authenticity	Traffic analysis — Active — Integrity
Which combination is correct?	0	Message modification — Active — Integrity	Traffic analysis — Active — Availability	Eavesdropping — Active — Authenticity	DoS — Passive — Confidentiality
Which combination is correct?	0	DoS — Active — Availability	Masquerade — Passive — Confidentiality	Replay — Passive — Availability	Traffic analysis — Active — Integrity
Which combination is correct?	0	Masquerade — Active — Authenticity	Eavesdropping — Active — Integrity	Replay — Passive — Availability	DoS — Passive — Confidentiality
Why can traffic analysis still reveal useful information even when messages are encrypted?	0	Communication patterns themselves may reveal information	Encryption automatically reveals passwords	Traffic analysis modifies encrypted messages	Encryption disables the network
Which attack involves creation of a false data stream?	0	Active attack	Passive attack	Traffic analysis only	Eavesdropping only
Which principle says security mechanisms should be simple?	1	Isolation	Economy of mechanism	Least privilege	Complete mediation
If authentication fails, the system denies access to everyone. This is:	1	Open design	Fail-safe defaults	Modularity	Least astonishment
Which principle says users should receive only the permissions they need?	0	Least privilege	Layering	Open design	Encapsulation
A student is allowed to create one VM but cannot access billing or delete other resources. This demonstrates:	0	Least privilege	Masquerade	Open design	Traffic analysis
Which principle says important access should sometimes require multiple conditions?	0	Separation of privilege	Economy of mechanism	Isolation	Least astonishment
Which principle says every important access request should be checked?	0	Complete mediation	Modularity	Least common mechanism	Open design
Security should not depend entirely on attackers not knowing how the system works. This is:	0	Open design	Isolation	Fail-safe default	Least privilege
Which principle tries to reduce unnecessary sharing of resources?	0	Least common mechanism	Separation of privilege	Layering	Modularity
Giving every student a separate account instead of one shared administrator account supports:	0	Least common mechanism	Open design	Traffic analysis	Repudiation
Which principle says security should be easy for users to use correctly?	0	Psychological acceptability	Fail-safe defaults	Encapsulation	Isolation
A public web server is separated from an internal database. This demonstrates:	0	Isolation	Masquerade	Complete mediation	Replay
A DMZ is mainly an example of:	0	Isolation	Brute force	Traffic analysis	Repudiation
Hiding database internals behind an application interface demonstrates:	0	Encapsulation	Availability	Replay	Exposure
Dividing a system into authentication, database, and logging components demonstrates:	0	Modularity	Fail-safe defaults	Masquerade	Interception
Using firewall, MFA, encryption, and monitoring together demonstrates:	0	Layering	Open design	Least privilege only	Least astonishment
Another common idea related to layering is:	0	Defense in depth	Traffic analysis	Pharming	Exposure
Which principle says a system should behave in a predictable way?	0	Least astonishment	Least privilege	Complete mediation	Separation of privilege
Which statement best describes fail-safe defaults?	1	If something breaks, allow everyone in	If something breaks, default to a secure state	Remove all authentication	Keep all ports open
Which is the best example of least privilege?	1	Giving every employee administrator access	Giving a user only the permissions needed for their task	Using one account for everyone	Disabling authentication
What is the main purpose of isolation?	0	Separate important systems so one compromise does not easily spread	Make all systems public	Share all accounts	Remove access controls
What is the difference between least privilege and separation of privilege?	0	Least privilege limits permissions; separation of privilege requires multiple conditions or authorities	They are exactly the same	Least privilege is only physical	Separation of privilege means no authentication
What is the difference between isolation and layering?	0	Isolation separates systems; layering uses multiple security defenses	They are identical	Isolation means encryption only	Layering means one firewall only
Why is economy of mechanism important?	0	Simpler systems are easier to understand, test, and secure	Complexity always improves security	It removes authentication	It allows unlimited privileges
Why is psychological acceptability important?	0	Users may bypass security that is too difficult or annoying	Users should never understand security	Security should always be inconvenient	It removes the need for passwords
Which combination is correctly matched?	0	Fail-safe defaults — deny access when security fails	Least privilege — give everyone administrator access	Isolation — connect every server directly	Economy of mechanism — maximize complexity
What does a security policy define?	0	The security rules	Only the firewall	Only passwords	Only backups
Which is part of security implementation?	3	Prevention	Detection	Response	All of the above
Restoring a system from backup is:	2	Prevention	Detection	Recovery	Policy
What does assurance mean?	0	Confidence that security works correctly	A guarantee that no attack can happen	A backup process	A firewall rule
What does evaluation mean?	0	Testing or examining security	Writing a policy only	Installing hardware only	Blocking all users
What is interoperability?	1	Systems being completely isolated	Different systems being able to work together	Every system using the same password	No communication between systems
Why can too much isolation be a problem?	0	Legitimate users may not be able to access services	It always increases malware	It removes integrity	It creates passwords
What is the main purpose of security standards?	0	Provide common rules and practices	Make every system different	Prevent communication	Remove security policies
Which is the correct security implementation sequence?	0	Prevent → Detect → Respond → Recover	Attack → Delete → Hide → Leave	Policy → Risk → Asset → User	Detect → Prevent → Ignore → Recover
Which statement is correct?	0	Good security should balance protection, usability, and interoperability	Security should always completely isolate all systems	Standards reduce interoperability	Evaluation is not needed
Which concept asks, “Can we trust the system to enforce the policy?”	0	Assurance	Recovery	Interoperability	Prevention
Which concept asks, “Does the system meet the required security criteria?”	0	Evaluation	Policy	Detection	Recovery
Standards help improve:	2	Security only	Interoperability only	Both security and interoperability	Neither
A system that is secure but impossible for legitimate users to access has a problem mainly with:	0	Usability/interoperability	Confidentiality only	Authenticity only	Accountability only
Which is the best summary?	0	Policy defines rules, implementation applies them, assurance builds confidence, evaluation tests them, and standards help systems work consistently together	Policy and evaluation are the same thing	Security only needs prevention	Isolation is always the final goal
Why are cybersecurity standards used?	0	To provide common security rules and guidance	To remove all security controls	To make systems incompatible	To eliminate users
Which organization is a U.S. federal agency?	1	ISO	NIST	ITU-T	ISOC
NIST publishes:	0	FIPS and Special Publications	Only operating systems	Only web browsers	Only hardware
Which organization is closely associated with Internet standards?	0	ISOC	NIST only	WHO	UNESCO
Internet standards are commonly published as:	0	RFCs	PDFs only	FIPS only	BIOS files
What does RFC stand for?	0	Request for Comments	Rules for Computers	Remote File Control	Recommended Firewall Configuration
ITU is associated mainly with:	0	Telecommunications	Banking only	Universities only	Operating systems only
ITU-T standards are commonly called:	0	Recommendations	Passwords	Tokens	Certificates
ISO is:	0	An international standards organization	A type of malware	A firewall	A programming language
Which standard family is strongly associated with information security management?	0	ISO/IEC 27000	HTML 5	USB	JPEG
What is interoperability?	0	Different systems can work together	Systems are always isolated	Every system uses the same password	Nobody can communicate
Standards help interoperability because:	0	They provide common rules and protocols	They block communication	They remove networking	They force every company to use identical hardware
Which statement is correct?	1	Standards guarantee 100% security	Standards help reduce risk but do not guarantee perfect security	Standards are unnecessary	Standards only apply to governments
What is defense in depth?	0	Using multiple layers of security	Using only one password	Removing all firewalls	Putting every server online
Which is an example of defense in depth?	0	Firewall + MFA + encryption + monitoring	One weak password	No authentication	One open server
Which principle says users should get only necessary permissions?	0	Least privilege	Traffic analysis	Masquerade	Repudiation
What should be identified first when designing security?	0	Assets	Attackers' names	Computer colors	Keyboard layouts
Which can be an attack surface?	3	Login page	API	Employee	All of the above
Which three properties make up the CIA Triad?	0	Confidentiality, Integrity, Availability	Control, Internet, Access	Confidentiality, Identity, Authentication	Computer, Internet, Application
Which is the best overall approach?	0	Identify assets, assess risks and attack surfaces, apply design principles, and follow suitable standards	Install one firewall and stop	Completely isolate every system	Ignore standards and invent everything yourself
